,Compresión Simple (Pa),Cohesión (Pa),Ángulo de Fricción (Grados),Módulo de Young,Textura,Nombre
1034,48622292.12,10862646.35,29.55,421907.67,Detrítica,Arenisca
1035,191832069.01,42705996.21,45.81,397005.04,Intermedia-Gruesa,Granito
1036,90364545.98,34068520.88,48.83,-27571.7,Detrítica,Arenisca
1037,231958431.37,28801003.77,37.83,248489.53,Fanerítica,Gabro
1038,206909828.7,30150272.18,36.31,87353.81,Fanerítica,Gabro
1039,285665624.81,28634190.16,38.93,308782.35,Afanítica,Andesita
1040,119149613.19,60111180.18,42.82,198701.47,Detrítica,Arenisca
1041,73194809.3,29099530.46,43.49,321028.43,Detrítica,Arenisca
1042,234844732.68,18977059.59,46.21,323441.78,Afanítica,Andesita
1043,240322741.34,36614359.34,47.97,314610.95,Afanítica,Andesita
1044,196953235.35,34482252.19,46.63,331780.14,Afanítica,Andesita
1045,116789650.1,29240985.14,26.88,511767.62,Detrítica,Arenisca
1046,213194926.2,23310176.73,46.62,102248.75,Intermedia-Gruesa,Granito
1047,189726565.51,55189275.68,55.61,1064735.58,Porfídica,Basalto
1048,168797429.23,33305676.21,54.86,251275.63,Porfídica,Basalto
1049,227340421.37,30554096.47,33.19,267021.27,Fanerítica,Gabro
1050,149004116.99,14922479.0,51.81,1159918.85,Porfídica,Basalto
1051,215367470.03,29690677.54,50.12,406072.25,Afanítica,Andesita
1052,256976977.5,28774830.87,31.95,17292.3,Fanerítica,Gabro
1053,226735306.79,29800470.56,35.28,600560.44,Fanerítica,Gabro
1054,143583908.01,34623144.24,47.71,669209.19,Porfídica,Basalto
1055,98709527.89,5464107.92,48.63,398486.29,Detrítica,Arenisca
1056,109504189.75,29829221.77,31.56,587444.45,Detrítica,Arenisca
1057,202181725.13,10380965.02,55.59,1170106.32,Intermedia-Gruesa,Granito
1058,202082912.59,35949599.38,50.11,448521.1,Porfídica,Basalto
1059,182694029.11,46061810.25,62.61,337698.22,Intermedia-Gruesa,Granito
1060,131052613.49,9994126.65,37.43,281301.71,Detrítica,Arenisca
1061,186243283.39,58310721.54,46.68,1337447.38,Porfídica,Basalto
1062,159263423.68,30329726.61,34.5,438538.0,Detrítica,Arenisca
1063,274189253.66,30156466.55,32.73,216444.18,Fanerítica,Gabro
1064,100999181.0,27528134.93,41.07,886390.63,Detrítica,Arenisca
1065,93236767.52,20882559.64,38.73,54491.54,Detrítica,Arenisca
1066,108153458.01,34340696.66,40.43,-399366.27,Detrítica,Arenisca
1067,227412824.53,31481624.68,37.95,386075.98,Fanerítica,Gabro
1068,246711073.0,33827313.16,57.75,64225.45,Intermedia-Gruesa,Granito
1069,268661734.85,28005721.15,39.4,86131.98,Fanerítica,Gabro
1070,192615057.03,44850317.82,51.34,1283391.93,Porfídica,Basalto
1071,84421546.08,34251720.25,43.99,331723.07,Detrítica,Arenisca
1072,159822477.27,30592470.97,54.0,568589.42,Porfídica,Basalto
1073,337501086.42,20451273.49,50.35,356884.24,Afanítica,Andesita
1074,261409851.99,29986476.82,34.74,155807.68,Fanerítica,Gabro
1075,215681293.7,39709254.6,53.84,633325.09,Porfídica,Basalto
1076,350749719.72,34810020.57,47.62,455337.38,Afanítica,Andesita
1077,206636390.61,25579700.0,51.95,542134.26,Porfídica,Basalto
1078,178032777.37,24607573.63,41.32,360721.3,Afanítica,Andesita
1079,131236902.81,44368962.61,51.04,582311.27,Porfídica,Basalto
1080,191102753.31,49705064.58,51.33,866302.15,Porfídica,Basalto
1081,186583707.96,41129458.59,48.62,206968.44,Intermedia-Gruesa,Granito
1082,219324295.15,32969205.13,46.49,333934.87,Afanítica,Andesita
1083,90420937.79,32980003.25,34.76,49881.63,Detrítica,Arenisca
1084,220313666.84,12015240.27,52.25,693867.47,Intermedia-Gruesa,Granito
1085,115803254.37,-188421.95,61.22,-417263.83,Detrítica,Arenisca
1086,233736918.38,28710963.26,35.92,107453.39,Fanerítica,Gabro
1087,141052521.72,42726010.44,49.94,1159638.65,Porfídica,Basalto
1088,319908561.58,33371460.41,43.46,433362.57,Afanítica,Andesita
1089,240531546.51,27404060.79,42.21,377087.78,Afanítica,Andesita
1090,323302863.89,30870078.72,44.03,285093.25,Afanítica,Andesita
1091,263666539.38,29519538.07,40.7,87091.62,Fanerítica,Gabro
1092,162505027.87,25921776.5,58.13,692829.11,Intermedia-Gruesa,Granito
1093,166921680.34,69191884.91,48.64,631620.38,Intermedia-Gruesa,Granito
1094,221549445.46,42870327.89,53.0,261545.74,Intermedia-Gruesa,Granito
1095,255206779.68,33748536.12,38.64,380025.61,Afanítica,Andesita
1096,120267812.94,25333950.86,39.38,340072.04,Detrítica,Arenisca
1097,133517068.61,41413573.04,45.74,509512.65,Detrítica,Arenisca
1098,60736663.39,-16200293.99,34.85,531292.01,Detrítica,Arenisca
1099,266058175.25,30227230.92,36.01,91862.3,Fanerítica,Gabro
1100,182309204.41,873335.05,50.03,558055.68,Intermedia-Gruesa,Granito
1101,182897580.3,31999879.43,61.62,368195.29,Intermedia-Gruesa,Granito
1102,54189492.75,6097644.32,36.95,541328.16,Detrítica,Arenisca
1103,173060168.37,5991401.11,48.98,1133187.04,Porfídica,Basalto
1104,313164282.04,14903324.58,41.76,385269.9,Afanítica,Andesita
1105,226170494.84,27352953.51,43.11,652978.71,Intermedia-Gruesa,Granito
1106,202635946.56,50429166.76,37.86,829306.59,Intermedia-Gruesa,Granito
1107,230019841.37,23555092.79,52.7,678719.14,Intermedia-Gruesa,Granito
1108,294294358.81,25645420.45,52.2,310418.6,Afanítica,Andesita
1109,224252130.92,37217127.43,46.51,393187.77,Intermedia-Gruesa,Granito
1110,191545329.7,51877277.8,55.33,-222615.44,Porfídica,Basalto
1111,227550448.47,31082952.5,46.93,417133.22,Afanítica,Andesita
1112,77072406.86,6068913.17,30.1,74159.32,Detrítica,Arenisca
1113,177153659.81,35296519.64,52.89,957878.32,Porfídica,Basalto
1114,102650351.49,2349922.86,35.36,640071.38,Detrítica,Arenisca
1115,269489498.83,29813869.95,36.42,-113065.7,Fanerítica,Gabro
1116,111906615.57,44774983.73,16.06,438050.42,Detrítica,Arenisca
1117,109422514.51,31050866.88,44.45,380888.98,Detrítica,Arenisca
1118,208994950.94,44237906.09,44.91,56447.87,Intermedia-Gruesa,Granito
1119,117612175.98,35399079.15,45.74,-59026.56,Detrítica,Arenisca
1120,152357466.17,28550095.68,49.87,780961.6,Porfídica,Basalto
1121,286057703.76,30538263.65,34.83,644304.04,Fanerítica,Gabro
1122,62320578.49,2667522.7,44.76,693994.28,Detrítica,Arenisca
1123,212318071.4,32960701.5,49.17,145888.86,Intermedia-Gruesa,Granito
1124,148852263.42,8705463.92,42.64,606810.48,Porfídica,Basalto
1125,281775459.13,29071215.5,31.43,749551.13,Fanerítica,Gabro
1126,272740464.01,25568949.22,50.13,423114.0,Afanítica,Andesita
1127,287934904.17,28996559.27,48.31,442389.06,Afanítica,Andesita
1128,28991832.74,-9178935.57,39.4,344758.93,Detrítica,Arenisca
1129,212319688.56,-10759738.61,50.9,1071912.69,Porfídica,Basalto
1130,305636389.47,21828013.63,44.27,328412.1,Afanítica,Andesita
1131,345325946.72,36978433.61,42.75,359541.08,Afanítica,Andesita
1132,342733824.03,26864142.22,40.81,369122.46,Afanítica,Andesita
1133,150332238.05,30715596.22,53.77,584345.78,Detrítica,Arenisca
1134,187839352.28,87298381.54,56.21,673616.74,Porfídica,Basalto
1135,206389731.13,53147025.19,54.18,1450759.86,Porfídica,Basalto
1136,188423384.35,58967633.99,48.35,294227.39,Intermedia-Gruesa,Granito
1137,246897827.99,29525243.32,33.99,-3288.37,Fanerítica,Gabro
1138,182009913.38,21499020.09,40.43,618692.38,Intermedia-Gruesa,Granito
1139,233626890.54,37518987.08,47.62,118637.85,Intermedia-Gruesa,Granito
1140,233347048.06,29398367.5,36.08,956413.06,Fanerítica,Gabro
1141,195377140.87,72186555.61,56.23,388700.16,Porfídica,Basalto
1142,247690341.33,30588878.46,39.41,502779.62,Fanerítica,Gabro
1143,171482910.37,39498034.34,50.13,29765.48,Intermedia-Gruesa,Granito
1144,133896551.96,41777663.77,51.92,229781.34,Porfídica,Basalto
1145,163176757.15,23159652.74,61.96,469649.38,Porfídica,Basalto
1146,136969207.62,36155333.05,34.77,598555.33,Detrítica,Arenisca
1147,251241359.28,27365089.72,47.74,335842.09,Afanítica,Andesita
1148,217018930.74,13138735.01,51.62,585766.07,Porfídica,Basalto
1149,80444739.88,18045956.26,37.76,226487.46,Detrítica,Arenisca
1150,265322861.06,30832553.35,40.41,340644.98,Afanítica,Andesita
1151,112577727.65,21188718.64,36.19,351318.16,Detrítica,Arenisca
1152,220673229.19,39760889.57,47.8,-63510.18,Intermedia-Gruesa,Granito
1153,176538322.39,32313060.06,52.32,502260.71,Intermedia-Gruesa,Granito
1154,310005401.03,29102310.58,46.28,376672.73,Afanítica,Andesita
1155,236739956.97,30371296.15,36.43,815559.64,Fanerítica,Gabro
1156,260320725.67,30337247.74,34.88,52135.53,Fanerítica,Gabro
1157,286904511.8,25625621.67,38.9,401188.51,Afanítica,Andesita
1158,199927777.16,8929408.89,55.55,234633.66,Intermedia-Gruesa,Granito
1159,264724433.4,31987847.46,34.95,745160.26,Fanerítica,Gabro
1160,194344174.88,45246558.85,56.75,581009.44,Porfídica,Basalto
1161,246801924.72,21288724.87,42.32,356495.09,Afanítica,Andesita
1162,201199749.42,67671740.46,48.62,502798.5,Porfídica,Basalto
1163,116510497.39,32794627.92,61.08,-271465.83,Detrítica,Arenisca
1164,271224236.4,29436491.99,37.71,758352.1,Fanerítica,Gabro
1165,168668601.61,86420127.54,49.33,1224927.31,Porfídica,Basalto
1166,167992071.55,19362169.49,55.91,964616.5,Intermedia-Gruesa,Granito
1167,254281600.15,22708067.78,44.85,318400.18,Afanítica,Andesita
1168,290426599.62,31377221.18,46.41,289186.42,Afanítica,Andesita
1169,75301306.73,24125993.38,19.98,96366.02,Detrítica,Arenisca
1170,60919724.79,46640572.99,40.87,764690.19,Detrítica,Arenisca
1171,224027931.63,30541595.27,32.37,509825.03,Fanerítica,Gabro
1172,213004255.02,31398250.7,53.57,1323647.21,Porfídica,Basalto
1173,180374613.21,28247203.11,49.73,414685.11,Porfídica,Basalto
1174,221507675.27,67048410.19,48.54,1226589.92,Porfídica,Basalto
1175,296284410.93,28335662.77,38.46,384367.06,Afanítica,Andesita
1176,236117048.49,27626143.06,30.89,118357.76,Fanerítica,Gabro
1177,101701221.26,45802677.61,35.28,415039.93,Detrítica,Arenisca
1178,284209995.75,32004459.67,44.12,335291.51,Afanítica,Andesita
1179,242790522.71,47958628.67,51.06,608546.31,Intermedia-Gruesa,Granito
1180,174858037.46,51414697.41,60.6,798562.28,Intermedia-Gruesa,Granito
1181,105341040.69,5601574.96,35.76,764724.1,Detrítica,Arenisca
1182,346398267.61,32582732.52,44.8,352567.24,Afanítica,Andesita
1183,160965360.84,27172045.6,48.63,346825.44,Afanítica,Andesita
1184,201120499.25,20752380.94,51.76,848656.93,Porfídica,Basalto
1185,182965853.91,34500383.98,53.55,302211.3,Porfídica,Basalto
1186,231228743.67,-288955.94,36.31,486428.39,Intermedia-Gruesa,Granito
1187,197899892.03,30570095.78,34.91,108991.86,Fanerítica,Gabro
1188,242815768.36,58686032.07,54.28,182695.49,Porfídica,Basalto
1189,164403437.13,24812979.55,38.4,-156215.71,Detrítica,Arenisca
1190,169413591.74,22874810.22,50.61,634679.24,Intermedia-Gruesa,Granito
1191,108530626.07,27245514.96,24.71,135352.71,Detrítica,Arenisca
1192,181273827.68,35290332.76,56.0,716984.96,Intermedia-Gruesa,Granito
1193,290051071.59,21349073.1,51.91,336891.72,Afanítica,Andesita
1194,224909274.63,-15651508.39,57.69,302783.89,Porfídica,Basalto
1195,325980461.76,37750856.86,36.75,297715.57,Afanítica,Andesita
1196,109354366.96,43758030.25,51.07,1590177.37,Porfídica,Basalto
1197,83142716.9,7905485.06,42.81,50239.73,Detrítica,Arenisca
1198,138794425.63,24503712.62,50.39,641003.66,Porfídica,Basalto
1199,224653025.95,29248458.4,38.64,698004.86,Fanerítica,Gabro
1200,183315190.48,29055639.59,26.99,642465.36,Fanerítica,Gabro
1201,212771036.93,43428282.36,46.12,172051.26,Intermedia-Gruesa,Granito
1202,263624019.84,31095260.68,35.83,428558.68,Fanerítica,Gabro
1203,223341687.52,30796901.66,32.91,50250.0,Fanerítica,Gabro
1204,62624239.33,16758045.98,40.7,85938.2,Detrítica,Arenisca
1205,252481358.05,30719233.23,33.3,494442.26,Fanerítica,Gabro
1206,110643052.83,20066301.31,20.84,1051835.57,Detrítica,Arenisca
1207,264960857.35,16400454.87,51.21,354674.78,Afanítica,Andesita
1208,203864762.71,11693489.2,45.53,778180.02,Intermedia-Gruesa,Granito
1209,131942764.1,35264551.14,35.85,561805.4,Detrítica,Arenisca
1210,219065379.02,22630965.65,47.55,325836.84,Porfídica,Basalto
1211,100884934.02,7599545.91,33.53,212330.92,Detrítica,Arenisca
1212,195826301.03,22626296.59,52.44,281136.4,Afanítica,Andesita
1213,200266298.8,31327256.9,30.74,620439.91,Fanerítica,Gabro
1214,215334548.98,32563819.07,39.07,509951.95,Fanerítica,Gabro
1215,245781597.86,40590732.21,44.17,57829.76,Intermedia-Gruesa,Granito
1216,49608022.24,42299760.97,45.08,467762.9,Detrítica,Arenisca
1217,188470901.18,15659058.9,49.47,720462.86,Intermedia-Gruesa,Granito
1218,66913957.03,14673587.75,43.48,436091.25,Detrítica,Arenisca
1219,188050129.83,59770442.93,54.71,145932.33,Porfídica,Basalto
1220,207582134.18,44458867.51,49.45,934382.62,Porfídica,Basalto
1221,305518862.16,35320937.58,47.19,302428.42,Afanítica,Andesita
1222,225150942.18,25829488.58,56.58,369643.19,Intermedia-Gruesa,Granito
1223,181982852.44,51298975.22,51.83,22815.35,Intermedia-Gruesa,Granito
1224,130872377.54,18560810.5,34.08,-138721.62,Detrítica,Arenisca
1225,235147157.13,22427241.66,47.22,937727.85,Intermedia-Gruesa,Granito
1226,257280793.04,19391166.7,50.98,382999.53,Afanítica,Andesita
1227,148047360.15,41485724.02,53.82,939065.93,Porfídica,Basalto
1228,80258840.46,15149989.02,26.73,502991.55,Detrítica,Arenisca
1229,140105287.4,23738684.77,51.59,315351.59,Afanítica,Andesita
1230,191825702.67,30350965.73,31.83,-102451.88,Fanerítica,Gabro
1231,150828173.87,12135749.36,50.07,359134.19,Porfídica,Basalto
1232,233719734.47,2007055.08,57.47,-95047.15,Intermedia-Gruesa,Granito
1233,165209204.49,4995454.24,47.62,579836.69,Porfídica,Basalto
1234,178365033.16,39231656.31,53.11,-309205.76,Intermedia-Gruesa,Granito
1235,246127239.6,36270810.38,48.11,205306.5,Afanítica,Andesita
1236,119614425.06,37014489.0,50.91,477038.31,Detrítica,Arenisca
1237,228882614.76,51031071.1,50.17,545834.29,Intermedia-Gruesa,Granito
1238,293976892.57,30260622.1,40.68,407418.22,Afanítica,Andesita
1239,107488917.05,37903414.01,55.76,425713.94,Detrítica,Arenisca
1240,29242430.95,38161740.69,44.39,483082.59,Detrítica,Arenisca
1241,238909792.48,16124132.75,51.63,612626.53,Porfídica,Basalto
1242,140761607.73,60876764.67,49.55,476447.99,Porfídica,Basalto
1243,213044732.02,30794315.19,34.29,90797.85,Fanerítica,Gabro
1244,299802296.85,29681299.31,37.94,636966.09,Fanerítica,Gabro
1245,226698951.91,30512369.12,31.57,837244.97,Fanerítica,Gabro
1246,181092065.15,28182983.06,55.09,687840.34,Porfídica,Basalto
1247,267326136.8,30679320.85,31.8,220922.12,Fanerítica,Gabro
1248,162818888.2,25036138.61,51.66,469744.34,Porfídica,Basalto
1249,65831755.24,48577849.3,43.42,744108.61,Detrítica,Arenisca
1250,77381360.99,53694457.56,45.85,-164933.07,Detrítica,Arenisca
1251,234565255.26,11224081.96,44.67,633299.42,Porfídica,Basalto
1252,189755364.29,47143278.97,64.4,742254.19,Intermedia-Gruesa,Granito
1253,197778785.79,36372580.28,48.61,721995.52,Intermedia-Gruesa,Granito
1254,279505421.68,26772456.0,48.58,340896.29,Afanítica,Andesita
1255,185155394.37,35014041.64,52.78,902553.2,Porfídica,Basalto
1256,126032809.55,29358245.87,46.43,324977.81,Detrítica,Arenisca
1257,51389519.25,-1800141.42,40.26,812213.79,Detrítica,Arenisca
1258,171899345.68,63714119.85,54.49,728216.05,Porfídica,Basalto
1259,230379928.56,24280485.88,47.77,904811.15,Intermedia-Gruesa,Granito
1260,95452218.48,27540736.76,44.34,278718.62,Detrítica,Arenisca
1261,190088390.39,26619609.07,44.16,897193.25,Intermedia-Gruesa,Granito
1262,199187235.34,63221881.86,50.73,-18920.62,Intermedia-Gruesa,Granito
1263,234780430.6,31305456.95,31.2,76962.77,Fanerítica,Gabro
1264,194451730.81,70805152.51,56.21,209851.32,Porfídica,Basalto
1265,145168756.97,39673105.09,28.36,482969.2,Detrítica,Arenisca
1266,245473569.55,74637221.25,49.76,1390248.96,Porfídica,Basalto
1267,257354675.61,23409689.42,46.06,400896.63,Afanítica,Andesita
1268,306664549.07,30918387.8,31.97,466753.57,Fanerítica,Gabro
1269,315965236.35,15766808.22,43.63,345936.53,Afanítica,Andesita
1270,265196871.33,30500677.5,50.71,418396.55,Afanítica,Andesita
1271,156421148.51,15554990.38,48.39,894889.95,Porfídica,Basalto
1272,260164871.33,31026238.44,37.91,357664.19,Fanerítica,Gabro
1273,149900992.39,59233928.15,51.97,779699.3,Porfídica,Basalto
1274,192238910.56,36454530.45,56.08,441052.35,Intermedia-Gruesa,Granito
1275,284328927.7,32018680.97,44.31,277747.09,Afanítica,Andesita
1276,239441822.52,29627530.88,33.06,242349.94,Fanerítica,Gabro
1277,118720383.21,30312011.85,60.2,607171.47,Detrítica,Arenisca
1278,254885326.24,27060339.8,43.19,355370.39,Afanítica,Andesita
1279,246643912.22,25772960.53,47.93,363999.4,Intermedia-Gruesa,Granito
1280,247304527.71,27461767.61,39.36,361943.09,Afanítica,Andesita
1281,208291161.78,30151262.79,34.04,275281.74,Fanerítica,Gabro
1282,295953039.75,31109531.23,45.51,336411.74,Afanítica,Andesita
1283,174731895.85,38632036.22,46.89,358970.52,Afanítica,Andesita
1284,260572118.14,35463706.93,50.72,309380.46,Porfídica,Basalto
1285,272067617.84,31825138.24,30.8,675391.98,Fanerítica,Gabro
1286,248837319.83,31578600.91,35.91,807248.54,Fanerítica,Gabro
1287,229872393.79,28899609.44,35.83,173583.44,Fanerítica,Gabro
1288,152081307.75,-6929719.49,42.12,626156.44,Detrítica,Arenisca
1289,309510842.2,24564612.98,52.53,392322.98,Afanítica,Andesita
1290,276468357.19,20841570.62,40.03,371309.33,Afanítica,Andesita
1291,128368750.97,33681271.69,38.29,312382.73,Detrítica,Arenisca
1292,228506797.84,24176868.95,55.11,369699.68,Afanítica,Andesita
1293,242037138.98,30085929.34,40.01,303324.18,Fanerítica,Gabro
1294,221347088.14,33512862.1,49.57,234614.59,Intermedia-Gruesa,Granito
1295,156104488.24,34822618.89,51.43,363808.01,Porfídica,Basalto
1296,67590701.08,25747808.02,47.12,556162.74,Detrítica,Arenisca
1297,338098423.95,27388085.43,44.79,364619.82,Afanítica,Andesita
1298,415188337.22,32167288.61,46.68,202430.54,Afanítica,Andesita
1299,210692490.67,35525477.15,60.28,666415.64,Intermedia-Gruesa,Granito
1300,146938071.14,25044517.17,47.47,1015823.58,Porfídica,Basalto
1301,193365662.83,17034377.69,57.54,531392.73,Intermedia-Gruesa,Granito
1302,299552004.72,30865024.44,38.89,337905.83,Fanerítica,Gabro
1303,251448938.53,57058087.59,52.53,459100.64,Porfídica,Basalto
1304,204676511.49,37614952.84,46.68,423719.0,Afanítica,Andesita
1305,271570854.35,29806434.34,30.69,350406.96,Fanerítica,Gabro
1306,218804107.3,30099218.63,36.54,566884.67,Fanerítica,Gabro
1307,179642557.78,32815363.17,48.24,652487.3,Porfídica,Basalto
1308,192440219.29,23984424.41,42.49,243542.85,Afanítica,Andesita
1309,234233863.67,23067861.87,45.43,327514.43,Afanítica,Andesita
1310,160242218.52,53959590.48,51.72,217421.75,Intermedia-Gruesa,Granito
1311,75924296.55,12422985.56,38.28,164736.84,Detrítica,Arenisca
1312,249795333.46,28967378.26,33.47,34703.11,Fanerítica,Gabro
1313,274325881.88,30338804.65,34.57,776633.09,Fanerítica,Gabro
1314,155053218.22,52508177.29,49.04,654388.2,Porfídica,Basalto
1315,334741989.03,15189085.8,39.28,334930.14,Afanítica,Andesita
1316,292152580.42,29661931.38,40.23,411488.47,Fanerítica,Gabro
1317,280401358.49,24732685.03,43.53,358227.82,Afanítica,Andesita
1318,285087602.53,20985338.46,40.23,296809.47,Afanítica,Andesita
1319,290970088.28,34971611.76,47.14,328760.09,Afanítica,Andesita
1320,191228085.16,28075329.67,41.78,-49811.83,Intermedia-Gruesa,Granito
1321,178012359.14,8897577.94,49.11,956531.3,Porfídica,Basalto
1322,186189028.62,47687670.09,51.42,542269.73,Porfídica,Basalto
1323,133078723.42,17297421.73,24.12,-461949.11,Detrítica,Arenisca
1324,174311988.77,16631983.08,48.82,62643.59,Porfídica,Basalto
1325,163635724.31,21978360.97,42.18,485848.02,Intermedia-Gruesa,Granito
1326,110747500.95,31166727.5,35.44,1033938.73,Detrítica,Arenisca
1327,194476635.76,47522055.02,49.03,453700.42,Porfídica,Basalto
1328,200363778.49,40362629.69,55.13,1242658.85,Porfídica,Basalto
1329,93790691.9,44669113.53,39.29,389410.47,Detrítica,Arenisca
1330,258933566.7,24469570.01,39.98,342899.84,Afanítica,Andesita
1331,267494096.52,30412867.15,37.06,1092439.73,Fanerítica,Gabro
1332,185203357.38,16609538.31,48.57,-93512.66,Intermedia-Gruesa,Granito
1333,210929429.15,28906453.06,36.26,423206.69,Fanerítica,Gabro
1334,242518999.84,17899756.33,42.13,381230.39,Afanítica,Andesita
1335,21945335.67,-4548645.53,45.44,-13329.88,Detrítica,Arenisca
1336,206455440.26,8148147.5,68.0,944555.42,Intermedia-Gruesa,Granito
1337,173793207.73,74070531.67,55.17,-199739.16,Porfídica,Basalto
1338,183473371.84,10953588.17,54.66,115265.57,Intermedia-Gruesa,Granito
1339,181306242.57,14215396.81,51.1,731236.68,Intermedia-Gruesa,Granito
1340,246915133.4,31870150.59,53.21,338236.76,Afanítica,Andesita
1341,97746063.89,28523922.25,30.94,202710.76,Detrítica,Arenisca
1342,201129863.82,36639625.16,44.76,591758.1,Intermedia-Gruesa,Granito
1343,213380852.15,34395436.71,39.71,224462.33,Intermedia-Gruesa,Granito
1344,168644848.79,63624709.31,53.26,590481.51,Porfídica,Basalto
1345,11778899.45,21682293.63,44.21,522717.15,Detrítica,Arenisca
1346,230956198.68,74452368.81,51.32,567606.92,Porfídica,Basalto
1347,175248925.04,31978180.14,54.24,669534.61,Porfídica,Basalto
1348,187829642.85,32481730.12,54.6,301568.37,Porfídica,Basalto
1349,181356019.31,29665221.93,59.88,371791.15,Intermedia-Gruesa,Granito
1350,243542735.65,32701480.17,36.62,338299.93,Fanerítica,Gabro
1351,207086315.41,23855739.51,52.05,512329.26,Porfídica,Basalto
1352,163887742.48,26213416.34,37.2,584545.18,Intermedia-Gruesa,Granito
1353,58801315.28,15048985.88,37.18,629772.45,Detrítica,Arenisca
1354,176620560.36,47200808.6,52.0,759905.78,Porfídica,Basalto
1355,172477270.98,44811878.76,57.66,257663.76,Intermedia-Gruesa,Granito
1356,162533369.5,28840433.09,50.21,308840.54,Afanítica,Andesita
1357,209716592.28,58394174.8,56.59,856419.33,Intermedia-Gruesa,Granito
1358,183907079.26,19096296.54,49.89,293672.02,Afanítica,Andesita
1359,210016236.0,37279590.67,55.42,241136.91,Intermedia-Gruesa,Granito
1360,78485996.22,1622520.76,42.07,228679.83,Detrítica,Arenisca
1361,206506861.99,5297368.32,62.7,448312.24,Intermedia-Gruesa,Granito
1362,250283412.1,10946272.5,57.45,477765.95,Intermedia-Gruesa,Granito
1363,174793356.88,29146862.7,48.71,357580.38,Intermedia-Gruesa,Granito
1364,268602861.28,28703305.83,46.42,374707.42,Afanítica,Andesita
1365,194575943.94,17135083.15,50.77,427493.43,Intermedia-Gruesa,Granito
1366,361040458.49,33389442.87,49.11,353771.56,Afanítica,Andesita
1367,266737229.64,18771665.6,40.77,326560.6,Afanítica,Andesita
1368,170082652.37,11278738.79,47.97,508310.6,Intermedia-Gruesa,Granito
1369,394131713.4,22839138.11,40.64,284967.53,Afanítica,Andesita
1370,218135213.42,59457405.15,52.9,752289.84,Porfídica,Basalto
1371,260929901.6,30985731.26,28.66,447630.46,Fanerítica,Gabro
1372,237551988.09,30523942.64,36.12,314974.53,Fanerítica,Gabro
1373,224114727.37,35290226.7,43.48,292815.52,Afanítica,Andesita
1374,209323563.85,65025768.81,48.92,758858.35,Porfídica,Basalto
1375,243782513.84,30448787.23,35.64,271232.67,Fanerítica,Gabro
1376,228413163.85,31342433.9,35.92,327461.17,Fanerítica,Gabro
1377,164253842.7,-3702787.49,34.06,-145697.87,Detrítica,Arenisca
1378,193219048.19,29658303.35,36.06,488442.79,Fanerítica,Gabro
1379,321121481.56,27498415.07,47.52,404460.27,Afanítica,Andesita
1380,53816016.8,-2414796.5,50.19,-57092.48,Detrítica,Arenisca
1381,186136869.8,59073019.92,47.9,625461.37,Porfídica,Basalto
1382,184902576.65,41272186.98,52.65,-269031.3,Intermedia-Gruesa,Granito
1383,188871721.61,20171220.79,47.59,862859.63,Intermedia-Gruesa,Granito
1384,249170192.54,29506821.44,35.57,436236.29,Fanerítica,Gabro
1385,112345135.27,11591117.42,51.43,-29814.33,Detrítica,Arenisca
1386,142606843.25,21934421.84,48.96,134829.66,Porfídica,Basalto
1387,96384723.49,32151219.39,48.26,634358.87,Detrítica,Arenisca
1388,112164507.44,24728299.58,26.75,190946.46,Detrítica,Arenisca
1389,210946371.78,30857317.98,33.5,825464.81,Fanerítica,Gabro
1390,69697862.28,9649695.81,37.74,-42448.66,Detrítica,Arenisca
1391,169817304.16,21178918.84,53.22,151891.04,Intermedia-Gruesa,Granito
1392,165433830.76,40465783.98,44.61,785241.66,Intermedia-Gruesa,Granito
1393,248042556.39,29118100.48,39.94,717950.53,Fanerítica,Gabro
1394,61787042.52,30911962.99,48.72,690389.02,Detrítica,Arenisca
1395,177086682.33,40757411.2,51.34,440292.31,Porfídica,Basalto
1396,249591168.39,24943257.31,44.95,359996.57,Afanítica,Andesita
1397,210307136.19,34428896.82,49.34,907590.29,Intermedia-Gruesa,Granito
1398,142877787.2,50930589.91,50.22,778501.06,Porfídica,Basalto
1399,191130082.19,19483630.35,49.09,843826.21,Porfídica,Basalto
1400,64205601.48,26503886.48,72.4,636058.23,Detrítica,Arenisca
1401,227540919.53,59625962.54,48.94,589639.29,Intermedia-Gruesa,Granito
1402,168793390.95,6743339.88,50.24,412484.57,Intermedia-Gruesa,Granito
1403,177387935.11,19213926.87,50.57,992377.36,Porfídica,Basalto
1404,152506991.84,31030247.21,47.78,357785.81,Detrítica,Arenisca
1405,312295112.93,29449573.88,34.66,-20147.36,Fanerítica,Gabro
1406,152890185.7,38258174.64,54.42,605540.77,Porfídica,Basalto
1407,139055310.15,40918012.25,42.63,648410.88,Intermedia-Gruesa,Granito
1408,65301685.98,19253303.88,42.79,540492.89,Detrítica,Arenisca
1409,123237768.45,55048290.67,37.84,-58644.6,Detrítica,Arenisca
1410,156331897.88,40141098.05,44.24,591179.48,Porfídica,Basalto
1411,175047893.71,46770463.5,55.53,631042.87,Intermedia-Gruesa,Granito
1412,250117087.78,29387791.44,38.01,502761.41,Fanerítica,Gabro
1413,294452105.3,29750259.04,37.06,435895.28,Fanerítica,Gabro
1414,115149336.06,28464912.3,45.66,-59080.88,Detrítica,Arenisca
